rank	l4_id	l4_name	l3_name	l2_name	l1_name	financial_signal	ai_suitability	decision_density	impact_order	rating_confidence	archetype_completeness	composite	survived	elimination_reason	red_flags	skill_count	aggregated_max_value
628	9a0b1db69052	Monthly Production Volume Capacity Allocation	Tactical Capacity Planning	Capacity Planning & Constraint Management	Plan	1.0000	1.0000	0.5000	1.0000	0.6000	0.0000	0.6600	N			0	0
629	9b074c93010d	Service Parts Demand Forecasting & Replenishment	Service Parts Inventory Management	Inventory Planning & Optimization	Plan	1.0000	1.0000	0.5000	1.0000	0.6000	0.0000	0.6600	N			0	0
630	9fc16f193269	Returnable Container Pool Management Service Provider Selection	Packaging Supplier & 3PL Management	Packaging & Returnable Container Management	Move & Fulfill	1.0000	1.0000	0.5000	1.0000	0.6000	0.0000	0.6600	N			0	0
631	a32643fcc287	Backorder Management & Allocation	Service Parts Order Management	Service Parts Logistics & Distribution	Move & Fulfill	1.0000	1.0000	0.5000	1.0000	0.6000	0.0000	0.6600	N			0	0
632	a6023d8bebce	Technical Proposal Evaluation	Request for Quote (RFQ) & Bid Management	Strategic Sourcing & Supplier Selection	Procure Source & Buy	1.0000	1.0000	0.5000	1.0000	0.6000	0.0000	0.6600	N			0	0
633	a72521bba328	Supplier Forecast Sharing & Commitment Process	Supplier Collaboration for Inventory Optimization	Inventory Planning & Optimization	Plan	1.0000	1.0000	0.5000	1.0000	0.6000	0.0000	0.6600	N			0	0
634	a72b92cf960e	Supply Chain Constraint Identification & Mitigation	Material Flow & Inventory Planning for Launch	New Product Launch Planning	Plan	1.0000	1.0000	0.5000	1.0000	0.6000	0.0000	0.6600	N			0	0
635	a75adf40c3a5	Packaging Material & Service Contract Negotiation	Packaging Supplier & 3PL Management	Packaging & Returnable Container Management	Move & Fulfill	1.0000	1.0000	0.5000	1.0000	0.6000	0.0000	0.6600	N			0	0
636	ac866e37c577	Work-In-Process (WIP) Inventory Balancing	Multi-Echelon Inventory Optimization	Inventory Planning & Optimization	Plan	1.0000	1.0000	0.5000	1.0000	0.6000	0.0000	0.6600	N			0	0
637	acec320d4fe8	Advanced Analytics & AI Integration	Continuous Improvement & Digital Transformation	Production Planning & Scheduling	Plan	1.0000	1.0000	0.5000	1.0000	0.6000	0.0000	0.6600	N			0	0
638	ad0d2f4e23db	Build Plan Adjustment Due to Capacity Shortfall	Tactical Capacity Planning	Capacity Planning & Constraint Management	Plan	1.0000	1.0000	0.5000	1.0000	0.6000	0.0000	0.6600	N			0	0
639	adf3350147e0	Supplier Capacity Risk Assessment & Mitigation	Supplier Capacity Management	Capacity Planning & Constraint Management	Plan	1.0000	1.0000	0.5000	1.0000	0.6000	0.0000	0.6600	N			0	0
640	ae3393c0e464	Annual Global Capacity Requirement Forecasting	Strategic Capacity Planning	Capacity Planning & Constraint Management	Plan	1.0000	1.0000	0.5000	1.0000	0.6000	0.0000	0.6600	N			0	0
641	aeaae074b7f8	Supplier Financial Health Monitoring	Supplier Financial Viability Assessment	Contract & Commercial Management	Procure Source & Buy	1.0000	1.0000	0.5000	1.0000	0.6000	0.0000	0.6600	N			0	0
642	aedf874eb0c7	Supplier Insolvency PO Reallocation Protocol	Exception & Dispute Management	Purchase Order Management & Execution	Procure Source & Buy	1.0000	1.0000	0.5000	1.0000	0.6000	0.0000	0.6600	N			0	0
643	af5b2bcfc27a	Supplier Nomination & Contract Management for New Programs	Supplier Launch Readiness Management	New Product Launch Planning	Plan	1.0000	1.0000	0.5000	1.0000	0.6000	0.0000	0.6600	N			0	0
644	af5cb5bc4dea	Raw Material Price Forecasting & Modeling	Global Market & Economic Intelligence	Commodity Management & Market Intelligence	Procure Source & Buy	1.0000	1.0000	0.5000	1.0000	0.6000	0.0000	0.6600	N			0	0
645	b254f388bcef	Potential Supplier Quality Capability Assessment	New Supplier Quality Assessment & Selection	Supplier Quality Management	Procure Source & Buy	1.0000	1.0000	0.5000	1.0000	0.6000	0.0000	0.6600	N			0	0
646	b4bc6ec89359	Daily Production Schedule Generation	Production Planning & Control	Powertrain Manufacturing (Engine & Transmission)	Make	1.0000	1.0000	0.5000	1.0000	0.6000	0.0000	0.6600	N			0	0
647	b4cb2a42b4ad	Global Service Parts Warehouse Network Strategy	Service Parts Network Design & Operations	Service Parts Planning & Management	Service	1.0000	1.0000	0.5000	1.0000	0.6000	0.0000	0.6600	N			0	0
648	b6805292f656	Supplier Warranty Recovery Claim Generation	Warranty Cost Recovery & Supplier Management	Warranty Administration & Claims Management	Service	1.0000	1.0000	0.5000	1.0000	0.6000	0.0000	0.6600	N			0	0
649	baeace49c865	Product Portfolio Integration into IBP Cycle	New Product Introduction & Lifecycle Planning	Integrated Business Planning (IBP)	Plan	1.0000	1.0000	0.5000	1.0000	0.6000	0.0000	0.6600	N			0	0
650	be214b313645	New Supplier Assessment & Vetting	Supplier Qualification & Onboarding	Supplier Development & Capability Building	Procure Source & Buy	1.0000	1.0000	0.5000	1.0000	0.6000	0.0000	0.6600	N			0	0
651	c03964478dbb	Module Structure & Busbar Welding	Battery Module Assembly	Electric Vehicle Battery & Drive Unit Production	Make	1.0000	1.0000	0.5000	1.0000	0.6000	0.0000	0.6600	N			0	0
652	c26262fca13b	Predictive Analytics Model Integration Planning	Digital Transformation & Analytics Strategy	Supply Network Design & Planning	Plan	1.0000	1.0000	0.5000	1.0000	0.6000	0.0000	0.6600	N			0	0
653	c362be442329	Preventive Maintenance Program Execution (Daily/Weekly)	Maintenance & Asset Management	Trim Chassis & Final Assembly	Make	1.0000	1.0000	0.5000	1.0000	0.6000	0.0000	0.6600	N			0	0
654	c48d2ae3e343	Strategic Stockpile Planning for Critical Components	Inventory Risk & Obsolescence Management	Inventory Planning & Optimization	Plan	1.0000	1.0000	0.5000	1.0000	0.6000	0.0000	0.6600	N			0	0
655	c61966ae1888	Major Supplier Failure Protocol Activation	Strategic Sourcing Incident Management	Commodity Management & Market Intelligence	Procure Source & Buy	1.0000	1.0000	0.5000	1.0000	0.6000	0.0000	0.6600	N			0	0
656	c681c443d1d3	Bill of Material (BOM) & Engineering Change Management for IBP	New Product Introduction & Lifecycle Planning	Integrated Business Planning (IBP)	Plan	1.0000	1.0000	0.5000	1.0000	0.6000	0.0000	0.6600	N			0	0
657	c6cccc2ba1c4	Commercial Negotiation for Outsource Stamping	Stamping Supplier & Outsource Management	Stamping Operations	Make	1.0000	1.0000	0.5000	1.0000	0.6000	0.0000	0.6600	N			0	0
658	c80e9426d4ed	Freight Movement Tracking & Visibility	Inbound Transportation Execution & Monitoring	Inbound Logistics & Material Flow	Move & Fulfill	1.0000	1.0000	0.5000	1.0000	0.6000	0.0000	0.6600	N			0	0
659	c850def2fc41	Inventory Stocking Level Optimization	Service Parts Inventory Planning & Replenishment	Service Parts Logistics & Distribution	Move & Fulfill	1.0000	1.0000	0.5000	1.0000	0.6000	0.0000	0.6600	N			0	0
660	c8b6325373ec	Annual Commodity Strategy Review	Sourcing Strategy & Category Management	Strategic Sourcing & Supplier Selection	Procure Source & Buy	1.0000	1.0000	0.5000	1.0000	0.6000	0.0000	0.6600	N			0	0
661	ca1a95c8cafc	Return Disposition & Rework/Scrap Decisioning	Returns & Reverse Logistics Management	Warehouse & Distribution Center Operations	Move & Fulfill	1.0000	1.0000	0.5000	1.0000	0.6000	0.0000	0.6600	N			0	0
662	cb0690a2d578	Service Part PO Release	Purchase Order Creation & Issuance	Purchase Order Management & Execution	Procure Source & Buy	1.0000	1.0000	0.5000	1.0000	0.6000	0.0000	0.6600	N			0	0
663	d43a6339a313	Excess & Obsolete (E&O) Inventory Identification	Inventory Risk & Obsolescence Management	Inventory Planning & Optimization	Plan	1.0000	1.0000	0.5000	1.0000	0.6000	0.0000	0.6600	N			0	0
664	d4a45144122f	Transportation Mode & Lane Optimization Strategy	Service Parts Network Strategy & Optimization	Service Parts Logistics & Distribution	Move & Fulfill	1.0000	1.0000	0.5000	1.0000	0.6000	0.0000	0.6600	N			0	0
665	d50538438a91	Repair Order Creation & Authorization	Unscheduled Repair & Recall Execution	Ford Pro Fleet Service & Upfit Operations	Service	1.0000	1.0000	0.5000	1.0000	0.6000	0.0000	0.6600	N			0	0
666	d557d80a00c2	Engineering Change Request (ECR) Initiation from Field Data	Product Quality & Reliability Feedback Loop	Dealer Technical Support & Service Engineering	Service	1.0000	1.0000	0.5000	1.0000	0.6000	0.0000	0.6600	N			0	0
667	d58ffb82bcab	Supplier Quality Management for Service Parts	Service Parts Supplier Relationship Management	Service Parts Planning & Management	Service	1.0000	1.0000	0.5000	1.0000	0.6000	0.0000	0.6600	N			0	0
668	d67b243fef23	Supplier Tooling & Equipment Readiness Tracking	Supplier Launch Readiness Management	New Product Launch Planning	Plan	1.0000	1.0000	0.5000	1.0000	0.6000	0.0000	0.6600	N			0	0
669	d681d8c3c07e	Launch Readiness Capacity Validation	New Product Introduction (NPI) Network Readiness	Supply Network Design & Planning	Plan	1.0000	1.0000	0.5000	1.0000	0.6000	0.0000	0.6600	N			0	0
670	d75c1923c1a2	AI/ML Application for Logistics Optimization	Logistics Technology & Digitalization Strategy	Logistics Network Optimization	Move & Fulfill	1.0000	1.0000	0.5000	1.0000	0.6000	0.0000	0.6600	N			0	0
671	d96f9deb6f4e	Cell Sorting & Grouping for Module Assembly	Battery Module Assembly	Electric Vehicle Battery & Drive Unit Production	Make	1.0000	1.0000	0.5000	1.0000	0.6000	0.0000	0.6600	N			0	0
672	d9f0a9c351c6	Capacity Planning & Utilization Analysis (Stamping)	Production Planning & Scheduling (Stamping)	Stamping Operations	Make	1.0000	1.0000	0.5000	1.0000	0.6000	0.0000	0.6600	N			0	0
673	da67f42b0f71	Financial Distress Risk Mitigation Planning	Supplier Financial Viability Assessment	Contract & Commercial Management	Procure Source & Buy	1.0000	1.0000	0.5000	1.0000	0.6000	0.0000	0.6600	N			0	0
674	da7521113dba	Supply Base Risk Assessment	Sourcing Risk Management	Strategic Sourcing & Supplier Selection	Procure Source & Buy	1.0000	1.0000	0.5000	1.0000	0.6000	0.0000	0.6600	N			0	0
675	dbb0ea13706b	Annual Price Review & Renegotiation	Pricing Management	Contract & Commercial Management	Procure Source & Buy	1.0000	1.0000	0.5000	1.0000	0.6000	0.0000	0.6600	N			0	0
676	dbd24600c34e	Special Service Tool (SST) Specification & Design	Service Tool & Equipment Development	Dealer Technical Support & Service Engineering	Service	1.0000	1.0000	0.5000	1.0000	0.6000	0.0000	0.6600	N			0	0
677	dc8b7b3cddf5	Commercial Bid Analysis & Cost Breakdowns	Request for Quote (RFQ) & Bid Management	Strategic Sourcing & Supplier Selection	Procure Source & Buy	1.0000	1.0000	0.5000	1.0000	0.6000	0.0000	0.6600	N			0	0
678	dccadfe0bb4b	Long-Term Capacity Planning & Future Demand Alignment	Supply Base Strategy & Optimization	Supplier Development & Capability Building	Procure Source & Buy	1.0000	1.0000	0.5000	1.0000	0.6000	0.0000	0.6600	N			0	0
679	ddbb56b629d5	VDC Capacity & Layout Optimization	Vehicle Distribution Center (VDC) Operations	Outbound Vehicle Logistics & Distribution	Move & Fulfill	1.0000	1.0000	0.5000	1.0000	0.6000	0.0000	0.6600	N			0	0
680	dec56855d238	Dealer Service Part Ordering & Fulfillment Process	Service Part Quality & Availability Management	Customer Experience & Service Quality	Service	1.0000	1.0000	0.5000	1.0000	0.6000	0.0000	0.6600	N			0	0
681	df4e935e3f8b	Supply & Demand Market Trend Analysis	Global Market & Economic Intelligence	Commodity Management & Market Intelligence	Procure Source & Buy	1.0000	1.0000	0.5000	1.0000	0.6000	0.0000	0.6600	N			0	0
682	df5108528ae4	Service Parts Warehouse-to-Warehouse Transfers	Service Parts Logistics Operations	Transportation Management & Carrier Operations	Move & Fulfill	1.0000	1.0000	0.5000	1.0000	0.6000	0.0000	0.6600	N			0	0
683	e0da57f66720	Supplier Diversity Program Qualification	Supplier Identification & Pre-Qualification	Strategic Sourcing & Supplier Selection	Procure Source & Buy	1.0000	1.0000	0.5000	1.0000	0.6000	0.0000	0.6600	N			0	0
684	e194bce17a57	Supplier Capacity Planning & Validation for Launch	Supplier Launch Readiness Management	New Product Launch Planning	Plan	1.0000	1.0000	0.5000	1.0000	0.6000	0.0000	0.6600	N			0	0
685	e1d17addb3ec	Mode & Carrier Selection Strategy Development	Freight Planning & Network Optimization	Transportation Management & Carrier Operations	Move & Fulfill	1.0000	1.0000	0.5000	1.0000	0.6000	0.0000	0.6600	N			0	0
686	e3a12ca022a3	Carrier Performance Monitoring & Rating	Inbound Transportation Execution & Monitoring	Inbound Logistics & Material Flow	Move & Fulfill	1.0000	1.0000	0.5000	1.0000	0.6000	0.0000	0.6600	N			0	0
687	e58bfe6519ea	Service BOM Structure Maintenance	Service Parts Master Data & Bill of Material (BOM) Management	Service Parts Planning & Management	Service	1.0000	1.0000	0.5000	1.0000	0.6000	0.0000	0.6600	N			0	0
688	e5e7216a33b7	What-If Production Scenario Simulation	Capacity Scenario Modeling & Simulation	Capacity Planning & Constraint Management	Plan	1.0000	1.0000	0.5000	1.0000	0.6000	0.0000	0.6600	N			0	0
689	e611228ed217	Fleet Service Parts Forecasting & Planning	Service Parts Inventory & Distribution	Ford Pro Fleet Service & Upfit Operations	Service	1.0000	1.0000	0.5000	1.0000	0.6000	0.0000	0.6600	N			0	0
690	e77cfb8a8ed7	Inventory Deployment Policy Design	Inventory Positioning & Optimization	Logistics Network Optimization	Move & Fulfill	1.0000	1.0000	0.5000	1.0000	0.6000	0.0000	0.6600	N			0	0
691	e79d23f8aecd	Supplier On-Time Delivery (OTD) Performance Tracking	PO Performance Analysis & Continuous Improvement	Purchase Order Management & Execution	Procure Source & Buy	1.0000	1.0000	0.5000	1.0000	0.6000	0.0000	0.6600	N			0	0
692	ea3951bca80b	Line-Side Material Delivery & Replenishment (JIT/JIS)	Material Flow & In-Plant Logistics	Trim Chassis & Final Assembly	Make	1.0000	1.0000	0.5000	1.0000	0.6000	0.0000	0.6600	N			0	0
693	ec55d8fd55ae	Distribution Center Network Design & Location Planning	Service Parts Network Strategy & Optimization	Service Parts Logistics & Distribution	Move & Fulfill	1.0000	1.0000	0.5000	1.0000	0.6000	0.0000	0.6600	N			0	0
694	f0a943391c0e	Loading & Shipment Preparation	Finished Powertrain Logistics & Outbound Preparation	Powertrain Manufacturing (Engine & Transmission)	Make	1.0000	1.0000	0.5000	1.0000	0.6000	0.0000	0.6600	N			0	0
695	f1f1e603f3eb	On-Site Supplier Quality Liaison & Support	Supplier Interface & Performance Management	Trim Chassis & Final Assembly	Make	1.0000	1.0000	0.5000	1.0000	0.6000	0.0000	0.6600	N			0	0
696	f39aa8d8ed62	Spare Parts Inventory & Procurement	Plant Maintenance & Asset Management	Powertrain Manufacturing (Engine & Transmission)	Make	1.0000	1.0000	0.5000	1.0000	0.6000	0.0000	0.6600	N			0	0
697	f6db567e3729	Production Equipment Installation & Commissioning	New Model Launch & Production Readiness	Trim Chassis & Final Assembly	Make	1.0000	1.0000	0.5000	1.0000	0.6000	0.0000	0.6600	N			0	0
698	f882a8b1b557	Root Cause Analysis & Corrective Action (Logistics)	Service Parts Logistics Performance & Quality Management	Service Parts Logistics & Distribution	Move & Fulfill	1.0000	1.0000	0.5000	1.0000	0.6000	0.0000	0.6600	N			0	0
699	f89c7cea5e72	Critical Material/Component Stockpile Management	Supplier Capacity & Business Continuity Planning	Supplier Relationship Management	Procure Source & Buy	1.0000	1.0000	0.5000	1.0000	0.6000	0.0000	0.6600	N			0	0
700	f9f291344be0	Tooling PO Release & Tracking	Tooling & Capital Equipment PO Management	Purchase Order Management & Execution	Procure Source & Buy	1.0000	1.0000	0.5000	1.0000	0.6000	0.0000	0.6600	N			0	0
701	fa0e73a221e1	Pilot Build & Pre-Production Vehicle Assembly	New Model Launch & Production Readiness	Trim Chassis & Final Assembly	Make	1.0000	1.0000	0.5000	1.0000	0.6000	0.0000	0.6600	N			0	0
702	fab6b693840f	Supplier Managed Inventory (SMI) Performance Review	Supplier Collaboration for Inventory Optimization	Inventory Planning & Optimization	Plan	1.0000	1.0000	0.5000	1.0000	0.6000	0.0000	0.6600	N			0	0
703	fabadac496ec	Supplier Code of Conduct, NDA, & Policy Adherence	Supplier Qualification & Onboarding	Supplier Development & Capability Building	Procure Source & Buy	1.0000	1.0000	0.5000	1.0000	0.6000	0.0000	0.6600	N			0	0
704	fabea3c7179b	VMI Program Performance Monitoring & Adjustment	Supplier Collaboration for Inventory Optimization	Inventory Planning & Optimization	Plan	1.0000	1.0000	0.5000	1.0000	0.6000	0.0000	0.6600	N			0	0
705	fbbf6f138263	Inbound & Outbound Logistics Optimization for Service Parts	Service Parts Network Design & Operations	Service Parts Planning & Management	Service	1.0000	1.0000	0.5000	1.0000	0.6000	0.0000	0.6600	N			0	0
706	fc5decc8e147	Robotic Clearcoat Application & Verification	Topcoat Application	Paint Operations	Make	1.0000	1.0000	0.5000	1.0000	0.6000	0.0000	0.6600	N			0	0
707	fcc64385d457	Emergency Parts Stock Allocation & Release	Emergency & Critical Parts Fulfillment	Service Parts Logistics & Distribution	Move & Fulfill	1.0000	1.0000	0.5000	1.0000	0.6000	0.0000	0.6600	N			0	0
708	fcc68b40c70d	Escalated Claim Review & Decision Making	Claim Adjudication & Processing	Warranty Administration & Claims Management	Service	1.0000	1.0000	0.5000	1.0000	0.6000	0.0000	0.6600	N			0	0
709	fdadf95161c0	Rework	Scrap	Electric Vehicle Battery & Drive Unit Production	Make	1.0000	1.0000	0.5000	1.0000	0.6000	0.0000	0.6600	N			0	0
710	fdc9f7a06afc	Production Ramp-Up Management & Stabilization	New Model Launch & Production Readiness	Trim Chassis & Final Assembly	Make	1.0000	1.0000	0.5000	1.0000	0.6000	0.0000	0.6600	N			0	0
711	51be95dc8383	Market Intelligence Integration	Demand Forecasting & Analysis	Production Planning & Scheduling	Plan	0.5000	0.5000	1.0000	0.2500	0.6000	0.8571	0.6564	N			3	122853000
712	294893b966e2	Forecast Accuracy Measurement & Reporting	Demand Forecasting & Analysis	Production Planning & Scheduling	Plan	0.5000	0.5000	1.0000	0.2500	0.6000	0.8571	0.6564	N			3	62400000
713	36579f19bd44	Payment Term Optimization & Discount Capture Analysis	Supplier Financial Health Monitoring	Supplier Relationship Management	Procure Source & Buy	0.5000	0.5000	0.6250	1.0000	0.6000	0.8571	0.6564	N			1	44853000
714	a329dcff5084	Creditworthiness Assessment & Monitoring	Supplier Financial Health Monitoring	Supplier Relationship Management	Procure Source & Buy	0.5000	0.5000	0.6250	1.0000	0.6000	0.8571	0.6564	N			1	44853000
